Actual,Predicted
129805.410714,
130445.071429,
130917.25000100001,
131158.035715,
131228.107143,
131229.0,
131229.0,
125291.0,
125291.0,
125291.0,
125291.0,
125291.0,
125291.0,
125291.0,
125291.0,
125291.0,
125291.0,
125291.0,
125291.0,
125291.0,
125291.0,
125291.0,
125291.0,
125291.0,
125291.0,
113737.142857,
5407.25,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
8.696428572,
135.178571429,
507.55357144,
1170.60714287,
2158.46428575,
3519.7678571,
5506.1607143,
7958.1428572,
10890.9642856,
14122.2500002,
17474.0357142,
20520.2857148,
24520.053571,
27738.464284,
31125.053571,
34423.589285,
39014.535714,
42972.017857,
48773.071428,
54845.107143,
60939.857144,
66778.160715,
72595.69643,
77610.928571,
80195.392858,
83619.482143,
87661.267858,
90553.071429,
92964.553572,
98155.375,
102786.910715,
107250.00000100001,
110222.000003,
111452.875,
114100.142857,
116121.125,
117711.714286,
119013.25,
120037.285714,
120895.0,
121695.000002,
122712.375,
123715.428572,
124611.089286,
125412.357143,
126016.339285,
126461.214286,
126814.160716,
127163.428572,
127388.142858,
127455.875,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
127458.0,
115927.125,
1676.2857143,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
7.732142859,
128.124999999,
382.05357144,
693.82142856,
1329.25,
2314.0892858,
3305.5178572,
4519.9642857,
6090.4285715,
9576.9642857,
14099.4107145,
18405.6607143,
22152.4285699,
26333.482142,
30821.982141,
36328.339287,
41710.071427,
46231.571429,
49680.321429,
54073.571429,
59267.607143,
63744.767857,
67092.392857,
70570.5,
74317.232143,
79282.428572,
83867.946429,
89568.017858,
95876.392856,
102338.535714,
108279.642857,
114406.625,
119529.982143,
123298.910714,
127178.267857,
132881.51785899999,
136944.410715,
139962.714286,
142993.714285,
146222.553571,
149845.857142,
153292.553572,
155607.803573,
157759.607143,
159313.589286,
160481.928571,
161135.928571,
161542.517857,
161777.886904,
103026.232142,
103091.535714,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
103099.0,
88402.75,
1063.714286,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
2.321428571,
90.803571428,
344.91071429,
736.01785715,
1350.78571428,
2325.1964286,
3689.9821427,
5333.7321429,
7329.2321429,
9774.1250001,
12194.1071427,
14747.0178572,
17854.8750001,
21131.375,
24392.589286,
27660.571429,
30804.839284,
33939.607144,
37824.482142,
43208.624998,
48780.767857,
53908.339286,
59077.446428,
65868.25,
71864.857143,
77111.321428,
82882.321429,
89147.517856,
95491.482142,
100963.785715,
106477.714286,
109848.666666,
22406.0,
123811.25,
129244.571428,
134089.25,
140255.678572,
146497.339286,
151284.589285,
154652.160714,
157548.535714,
160187.571429,
161781.357141,
163435.196429,
166343.321428,
168511.178571,
169762.44643,
170633.732142,
171154.714283,
171421.339287,
171548.035713,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
171562.0,
154951.428571,
9461.553572,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
6.500000001,
118.857142859,
414.07142857,
916.64285715,
1726.0892857,
2902.6250001,
4367.9642856,
5715.8392856,
8264.1071429,
10842.4107142,
14078.5714285,
16910.5892858,
20423.8928571,
24191.285714999998,
27772.517856,
31430.285714999998,
35840.678570000004,
40122.339287,
45141.196429,
51457.196428,
57139.160714,
62657.285714,
67403.803573,
72863.928573,
78923.821429,
84741.125,
90474.642856,
94812.428571,
100606.535715,
107259.428571,
112855.928573,
118011.803572,
123410.107144,
127024.160715,
131269.892857,
135691.232144,
141730.535715,
146938.089285,
151423.964285,
156033.339284,
160275.285715,
164207.892858,
167609.053571,
170333.089286,
172288.107144,
174487.392857,
176380.392858,
177712.839285,
178445.517858,
178742.214286,
178826.113098,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
80142.0,
75878.0,
5449.964286,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
8.767857143,
108.160714284,
330.696428586,
838.16071428,
1610.03571428,
2477.2321428,
3617.8214287,
4807.6428572,
6247.4107143,
8451.3928572,
11546.4999999,
15594.25,
19729.0535715,
23605.5892861,
28725.267857,
33077.928571,
37069.696426,
42163.660713,
45984.964285,
52206.142856,
56948.482144,
62553.035715,
68571.303573,
75286.821428,
79298.446428,
82200.928572,
84266.928572,
86497.517855,
90352.517857,
95096.035715,
99281.142858,
105964.232144,
112699.017856,
117702.839286,
122416.107144,
128366.19643,
133762.160715,
138015.357142,
140523.678572,
144473.535714,
148774.071429,
152509.571428,
155990.571427,
158710.821429,
161172.767857,
163366.428572,
165376.357144,
167007.571428,
167924.946428,
168368.910714,
168520.666666,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
107249.0,
93497.642857,
2000.821429,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
14.410714286,
165.732142858,
455.89285715,
1017.14285715,
2131.12499992,
3690.3392859,
5687.6250001,
7925.4821429,
10591.0178571,
13398.3571429,
16850.5892857,
20395.5535715,
23061.625,
25449.071429,
29173.071429,
34003.821428,
38459.964287,
44107.553571000004,
47718.857144,
53398.196429999996,
58275.678571,
63831.732143,
68889.249997,
72133.875,
75153.517856,
80805.982143,
85026.5,
90195.857143,
95891.428572,
100674.160713,
103280.232143,
109277.589286,
113311.214286,
119002.82143,
123729.964286,
125010.839287,
126712.410715,
129260.125,
131833.999999,
133813.714286,
135497.071429,
136663.732143,
137406.624999,
138126.76785899999,
138706.571428,
139129.642858,
139417.589285,
139626.946428,
139747.982143,
63088.392857,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
63099.0,
58519.375,
3313.8571429,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
1.8035714299999999,
107.982142857,
421.32142857,
990.83928571,
1929.91071429,
2874.9821429,
3937.4285713,
5126.4107143,
6712.0357144,
8619.9107143,
10521.1607142,
12731.8035715,
16571.4107144,
21285.9821428,
25709.660716,
28962.374999,
32563.80357,
36294.267857,
40973.357143,
47133.875,
53543.339286,
60431.517856,
67128.178571,
73091.57143,
79695.839285,
86498.410715,
92361.071428,
97971.767858,
103008.892857,
107957.267857,
112725.910714,
116428.017858,
120484.32143,
125637.071429,
129463.12499899999,
132803.607143,
136482.821429,
140564.535714,
144537.857143,
148914.035714,
152294.857146,
155903.0,
158503.499999,
160675.982142,
163176.017857,
164938.357144,
166483.178572,
167345.249999,
167839.857143,
168089.303571,
168189.089286,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
168197.0,
153216.5,
3853.6964286,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
11.571428574,
150.999999999,
493.05357144,
1020.03571428,
1693.30357141,
2692.6607143,
3796.7857143,
5550.9464286,
7768.5714287,
9712.4464285,
11916.1249999,
15479.5535715,
19197.4285716,
23230.566666,
29294.571427,
35369.749999,
41490.053570000004,
47701.696429,
53740.660715,
59865.964285,
66211.625001,
72310.392856,
78102.696429,
83698.785711,
89200.374999,
94302.107145,
99708.446429,
105215.089284,
109735.464286,
115418.37500100001,
119334.017858,
124397.464286,
130111.392858,
135487.303572,
141384.035716,
147114.892858,
152273.678571,
157517.839285,
161685.696426,
165405.357143,
168851.410714,
170787.928571,
172927.517857,
176022.714286,
178442.785715,
179854.982143,
180970.357143,
181898.999999,
182432.321429,
182768.910714,
182921.767858,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
182943.0,
165866.875,
7767.642857000001,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
23.160714285,
191.69642857,
543.30357142,
1118.73214285,
2117.46428568,
3440.6607142,
4998.2321426,
6273.9464287,
8335.517857,
11497.5178572,
15028.7857144,
18904.2857143,
23259.55357,
27969.303571,
32237.732142,
37675.767857,
41269.982144,
45188.874999,
51464.321427,
58064.142856,
64226.964286,
70875.910714,
75578.928571,
81808.714286,
87096.892855,
92566.035715,
96781.035715,
102499.5,
108101.267857,
114162.87500100001,
119329.535714,
123723.17857,
128252.035715,
131141.053573,
135646.821428,
139677.732145,
144331.75,
148669.660713,
153094.410714,
157460.696429,
161248.642857,
164414.589283,
167328.053571,
169888.500001,
171889.767856,
173490.535715,
174796.928573,
175756.303572,
176364.732144,
176702.928572,
176839.749999,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
176854.0,
162100.714285,
6229.464286,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
12.160714285,
144.517857143,
481.83928573000003,
1069.92857141,
1971.83928567,
3174.0535714,
4762.0714286,
6759.9285715999995,
9163.3749999,
10987.8571428,
12762.9642858,
15357.5535716,
19152.3571429,
22789.1428563,
27230.642856,
31374.035713,
34067.482144,
37031.553572,
41063.392857,
44451.160714,
47382.410714,
50329.892858,
55158.660715,
59481.124999,
65854.660715,
72469.482142,
78178.67857,
84763.785713,
90507.125,
94975.125,
100367.482143,
106093.107143,
110485.464287,
114841.571428,
119509.160716,
120955.464285,
121681.696431,
123197.00000100001,
125519.160713,
127752.785714,
129884.571428,
132432.160716,
134933.767859,
136585.535714,
137915.696429,
139316.249999,
140257.95,
141066.857142,
141504.571429,
141668.25,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
141696.0,
129070.857144,
7990.5,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
26.982142857,
161.660714285,
403.30357143,
733.89285714,
1270.30357142,
1979.99999999,
2898.5535713,
4141.2142857,
5636.5714285,
7207.5,
8956.7142856,
10902.75,
13072.2857139,
15374.125,
17859.9464286,
20536.4464287,
23415.6607133,
26486.660713999998,
29531.678572,
33075.160716,
37251.214286,
41256.714287,
45436.5,
50091.857143,
55094.053572,
59685.642856,
63349.910715,
66770.142858,
70525.125,
73944.857143,
76852.946428,
80422.80357,
84691.125,
90093.892857,
94389.821429,
98010.875002,
101949.410713,
105479.892857,
109161.357143,
112238.482144,
114658.714286,
116832.125,
118644.696431,
120152.428571,
121300.714286,
122193.625,
122846.714287,
123275.517858,
123526.071428,
123618.410715,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
123626.0,
110166.607143,
4212.5,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
29.392857143,
166.44642857,
443.35714286,
902.32142857,
1427.48214286,
1954.85714287,
2538.6964285,
3328.517857,
4606.2499999,
6205.1428571,
8125.125,
10600.642857,
13650.5000001,
16624.625,
19722.1785714,
23150.982142,
26555.178571,
30774.214287,
35066.910713,
38301.660714,
42079.75,
47235.732143,
52318.803571000004,
57757.321428,
62325.410715,
66198.303571,
70161.73214000001,
74497.857143,
78828.946428,
83068.321428,
87886.178571,
92914.785714,
97244.875,
100917.910713,
104255.857143,
107366.303571,
110234.696428,
113070.32143,
116033.42857,
117992.482141,
119452.267857,
120926.374999,
122386.267856,
123643.660714,
124616.107142,
125653.125,
126744.85714400001,
127369.160714,
127686.321429,
127804.803571,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
127815.0,
115458.196429,
5683.2142858,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
12.214285714999999,
133.303571428,
385.14285715,
817.73214285,
1564.74999998,
2758.2142858,
4356.6785715,
6423.7321429,
8962.7142858,
12059.4107143,
15607.6785713,
19390.7678572,
23552.625,
27784.75,
32267.160716,
36944.875,
41910.910714,
46535.446428,
52549.553572,
58490.125,
64206.714287,
70633.285715,
77353.69643,
83957.928571,
90942.089286,
97272.017856,
103511.392858,
109884.535713,
116682.392858,
120787.178571,
125852.857142,
129926.517857,
135414.071428,
141862.928571,
147293.553571,
152247.999998,
157885.142857,
163362.035714,
168341.410715,
171672.999998,
175034.107143,
177827.05357,
179583.642857,
181261.178572,
182202.535714,
183154.714286,
183998.249999,
184553.017856,
184971.375001,
185201.571427,
185298.624999,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
185308.0,
169395.589285,
10641.339286,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
3.732142858,
94.214285713,
350.03571429,
829.66071427,
1565.26785714,
3003.4464287,
4729.3571429,
6686.375,
9046.2678571,
11211.6607142,
13487.5714285,
16073.857143,
19185.5178571,
22977.3035704,
27378.392857,
31665.339285000002,
36285.339286,
40546.232143,
45242.642857,
51268.589286,
56994.464286,
61320.267856,
66354.75,
69845.92857,
73512.303571,
77004.964286,
80471.839286,
84047.160715,
88040.232143,
93045.142857,
98115.35714200001,
103225.660713,
109916.357143,
116473.946427,
121583.642855,
125376.982143,
129205.964285,
134691.321429,
138974.053574,
142203.035715,
145342.482143,
148163.875,
150037.660715,
151400.607143,
152458.660714,
153362.767857,
154136.321428,
154521.982143,
154782.803571,
154955.517859,
155042.499999,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
155054.0,
142682.392857,
5480.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
10.785714287,
147.125,
516.71428572,
1167.875,
2108.51785717,
3351.6607144,
4330.1964286,
5781.5714285,
8389.3392858,
12173.6607142,
16251.732143,
20208.5,
24317.625,
28967.267857,
33569.910713,
38667.482143,
43143.125,
48746.732142,
54872.517857,
59566.625002,
65440.089285,
70080.196428,
74627.392857,
79038.142858,
83708.05357,
88164.214287,
91207.00000100001,
94700.482143,
98984.910714,
103459.714285,
106167.25,
107943.267857,
110010.607143,
112373.446429,
117019.714285,
121522.071428,
125313.303572,
128658.964285,
131510.142856,
135100.25,
137075.25,
138206.142858,
139893.357143,
141885.178572,
143825.339287,
145141.321431,
146141.660715,
146886.107143,
147346.928572,
147546.053573,
147613.696429,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
147615.0,
146773.625,
8088.6607142,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.125,
31.982142858,
257.87499999,
712.55357144,
1353.71428572,
2338.60714279,
3793.6250001,
5398.9285714,
7732.7857144,
10377.5892856,
12985.7142857,
16296.7857146,
19371.8392858,
22699.0892843,
26436.607141,
30951.428571,
36232.500002,
42166.446427,
47109.107142,
51624.017858,
57588.696428,
62847.196428,
66673.928571,
70553.910715,
73353.696429,
75611.017858,
79627.410715,
83192.410715,
86104.285715,
89520.267857,
93966.214287,
97246.196429,
101087.24999899999,
103822.196429,
107405.053571,
112656.607142,
115500.857143,
117847.910713,
120805.214286,
124020.075397,
126692.821427,
129013.339286,
130614.732143,
131923.267858,
133035.125,
134031.446428,
134901.839286,
135566.625,
136028.428571,
136308.0,
136419.446431,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
136429.0,
134079.375,
6955.2321429,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.5,
362.66071428,
1248.98214289,
2678.9285713,
4647.1964285,
6566.6250002,
8475.7142857,
10653.9999999,
12737.75,
15167.1428571,
17973.875,
21378.2857146,
24602.625,
27870.571428,
31407.375,
35142.142859,
39069.375,
42046.285716,
46451.0,
50627.375,
55489.357143,
61991.285713,
68709.910715,
75184.464285,
80138.107141,
84677.571428,
88892.428573,
93824.875,
98820.142857,
102563.375,
105788.428572,
109864.125,
114408.285713,
117622.267857,
119392.14285599999,
119918.767857,
120603.839286,
121718.303572,
123726.910714,
125175.482142,
125955.375,
126559.107146,
127365.982143,
128047.0,
128802.428571,
129191.85714400001,
129444.625,
129559.714286,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
129571.0,
127962.767857,
